signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4850,4860,1.2633641945541285,0,0.1446,0.1446,84.76,1,0,100084.76,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220105,20220106,dynamic,4700.67,4675.05,4680,4670,3.269465880490543,4.9521,-0.25,-0.25,-152.0,0,1,99932.76,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220105,20220106,reentry,4700.67,4675.05,4680,4670,2.9139286992080997,4.9521,-0.25,-0.25,244.73,1,0,100177.49,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220110,20220111,dynamic,4670.29,4680.77,4675,4685,4.35879029984585,5.7691,-0.25,-0.25,-152.0,0,1,100025.49,19.4,96.99,1.0,-0.007907,146.86,14.95,62.47,0.0,37.2,-0.4635,3,-0.011026
20220111,20220112,dynamic,4713.1,4726.43,4765,4775,1.35,0,0.1561,0.1561,91.64,1,0,100117.13,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4770,4780,1.8159045482350393,0,0.2219,0.2219,131.13,1,0,100248.26,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220113,20220114,dynamic,4659.25,4662.82,4615,4605,2.0121489819247245,0,0.2519,0.2519,149.14,1,0,100397.4,20.31,9.55,1.0,-0.006391,24.02,74.31,65.18,22.5,32.6,0.1509,2,-0.011776
20220131,20220201,dynamic,4515.45,4545.05,4540,4550,3.3971466524512834,5.0479,-0.25,-0.25,-152.0,0,1,100245.4,24.83,98.6,1.0,0.027164,139.5,83.66,106.46,38.6,55.6,-0.0047,2,-0.012768
20220208,20220209,dynamic,4521.48,4587.21,4605,4615,1.1999999999999997,0,0.1364,0.1364,79.82,1,0,100325.22,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220323,20220324,dynamic,4456.12,4520.19,4440,4430,3.7279818717433955,0,0.5944,0.5944,354.63,1,0,100679.85,23.57,0.68,1.0,-0.001029,10.14,36.98,87.92,55.8,81.9,-0.4147,1,0.028624
20220324,20220325,dynamic,4520.19,4543.06,4555,4565,1.35,0,0.1561,0.1561,91.64,1,0,100771.49,21.67,99.3,1.0,0.008414,145.61,50.21,86.91,61.5,99.5,0.311,1,0.040633
20220325,20220328,dynamic,4543.06,4575.49,4575,4585,1.0,0.49,0.0567,0.0567,32.0,1,0,100803.49,20.81,93.39,1.0,0.009912,136.94,20.15,80.91,73.5,99.2,0.0602,1,0.043994
20220328,20220329,dynamic,4575.49,4631.69,4645,4655,0.9740180072578255,0,0.1079,0.1079,62.75,1,0,100866.24,19.63,99.72,1.0,0.011978,145.23,34.4,76.54,77.7,100.0,-0.0434,1,0.049011
