signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220105,20220106,dynamic,4700.67,4675.38,4680,4670,3.269465880490543,4.6156,-0.2,-0.2,-122.0,0,1,99878.0,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220105,20220106,reentry,4700.67,4675.38,4680,4670,2.9139286992080997,4.6156,-0.2,-0.2,244.73,1,0,100122.73,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20230215,20230216,dynamic,4147.76,4123.29,4135,4145,1.2999999999999998,0,0.1494,0.1494,87.66,1,0,100210.39,18.23,99.21,1.0,0.00706,145.86,28.26,61.96,58.8,73.5,-0.4033,0,0.016966
20230622,20230623,dynamic,4381.84,4356.32,4375,4385,0.7999999999999999,0,0.087,0.087,50.17,1,0,100260.56,12.91,98.65,1.0,-0.002867,147.8,26.44,41.51,74.3,67.9,-0.2366,2,0.021027
20231026,20231027,dynamic,4137.19,4110.57,4115,4105,3.0405289801822164,4.4324,-0.2,-0.2,-122.0,0,1,100138.56,20.68,16.68,1.0,-0.015547,36.51,38.8,57.6,31.4,3.5,-0.257,3,-0.034907
20231027,20231030,dynamic,4117.43,4151.02,4130,4120,5.517232295510439,0,1.2308,0.66,394.0,1,0,100532.56,21.27,25.79,1.0,-0.015251,49.19,35.5,57.24,26.0,4.7,0.3805,3,-0.0376
20240112,20240116,dynamic,4783.84,4769.72,4790,4800,0.7999999999999999,0,0.087,0.087,50.17,1,0,100582.73,12.7,44.46,1.0,0.002164,70.56,7.34,37.85,57.5,84.6,0.2282,1,0.007571
20240118,20240119,dynamic,4780.94,4822.6,4820,4830,0.7500000000000001,2.6,-0.2,-0.2,-122.0,0,1,100460.73,14.13,89.27,1.0,0.002283,133.26,20.84,41.54,49.9,82.2,0.4402,2,0.005825
20240215,20240216,dynamic,5029.76,5032.36,5050,5060,1.0,0,0.1111,0.1111,64.67,1,0,100525.4,14.01,91.11,1.0,0.00467,135.17,26.62,45.52,64.4,90.8,0.0524,1,0.019266
20240716,20240717,dynamic,5667.21,5602.43,5645,5655,1.1999999999999997,0,0.1364,0.1364,79.82,1,0,100605.22,13.19,91.97,1.0,0.007247,135.68,23.12,43.31,79.0,98.9,0.228,3,0.024743
20240815,20240816,dynamic,5543.21,5545.85,5565,5575,1.35,0,0.1561,0.1561,91.64,1,0,100696.86,15.23,93.3,1.0,0.02193,133.52,42.08,107.02,54.7,94.9,0.8436,1,0.024693
