signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4815.0,4825.0,3.252230120139984,0,0.482,0.482,287.18,1,0,100287.18,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220104,20220105,dynamic,4793.53,4700.67,4815.0,4825.0,3.068264298351778,0,0.4426,0.4426,263.58,1,0,100550.76,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220106,20220107,dynamic,4696.05,4677.02,4715.0,4725.0,3.434069974629665,0,0.523,0.523,311.81,1,0,100862.57,19.61,46.12,1.0,-0.010673,76.39,2.66,58.71,0.0,16.8,-0.1549,3,-0.010673
20220107,20220110,dynamic,4677.02,4670.29,4700.0,4710.0,3.103029002623316,0,0.4499,0.4499,267.95,1,0,101130.52,18.76,31.59,1.0,-0.01178,56.35,20.64,56.01,0.0,9.2,0.0343,4,-0.01178
20220110,20220111,dynamic,4670.29,4713.1,4690.0,4700.0,3.361801555986858,10.0,-1.0,-1.0,-602.0,0,1,100528.52,19.4,96.99,1.0,-0.007907,146.86,14.95,62.47,0.0,37.2,-0.4635,3,-0.011026
20220111,20220112,dynamic,4713.1,4726.43,4735.0,4745.0,3.1539133904898335,0,0.4607,0.4607,274.41,1,0,100802.93,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4745.0,4755.0,3.3101209078174634,0,0.4948,0.4948,294.88,1,0,101097.81,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220114,20220118,dynamic,4662.82,4577.34,4685.0,4695.0,3.186048270463516,0,0.4676,0.4676,278.55,1,0,101376.36,19.19,95.41,1.0,-0.005027,143.86,24.83,63.7,23.6,34.1,-0.4563,2,-0.009928
20220124,20220125,dynamic,4410.5,4356.45,4430.0,4440.0,3.843652575134456,0,0.6243,0.6243,372.6,1,0,101748.96,29.9,96.48,1.0,-0.015558,148.24,54.18,85.15,13.6,31.5,-0.9416,3,-0.048049
20220125,20220126,dynamic,4356.45,4349.78,4375.0,4385.0,3.915085451498271,0,0.6434,0.6434,384.05,1,0,102133.01,31.16,55.96,1.0,-0.017939,92.17,10.19,90.83,12.5,23.3,-0.9944,2,-0.056193
20220126,20220127,dynamic,4349.78,4326.5,4370.0,4380.0,3.8653333493323316,0,0.6301,0.6301,376.05,1,0,102509.06,31.96,30.3,1.0,-0.01128,54.42,58.65,94.42,14.6,24.2,1.1932,2,-0.054432
20220128,20220131,dynamic,4432.0,4515.45,4450.0,4460.0,3.83809047761315,10.0,-1.0,-1.0,-602.0,0,1,101907.06,27.66,99.49,1.0,0.013018,144.61,95.81,105.88,29.6,39.8,0.224,2,-0.031663
20220131,20220201,dynamic,4515.45,4546.35,4535.0,4545.0,3.6582347083106015,10.0,-1.0,-1.0,-602.0,0,1,101305.06,24.83,98.6,1.0,0.027164,139.5,83.66,106.46,38.6,55.6,-0.0047,2,-0.012768
20220201,20220202,dynamic,4546.35,4589.31,4565.0,4575.0,3.561208336255959,10.0,-1.0,-1.0,-602.0,0,1,100703.06,21.96,93.82,1.0,0.025335,133.3,26.78,105.82,37.5,61.5,0.0912,1,-0.003285
20220202,20220203,dynamic,4589.31,4477.3,4610.0,4620.0,3.4640989662591437,0,0.53,0.53,316.01,1,0,101019.07,22.09,88.23,1.0,0.02396,125.86,22.92,106.46,40.1,70.3,0.4408,0,0.00839
20220204,20220207,dynamic,4500.61,4483.92,4520.0,4530.0,3.577768074942469,0,0.5571,0.5571,332.25,1,0,101351.32,23.22,55.71,1.0,-0.005567,88.41,17.82,110.95,39.3,67.9,0.1226,1,-0.006528
20220207,20220208,dynamic,4483.92,4521.48,4505.0,4515.0,3.455766151849957,10.0,-1.0,-1.0,-602.0,0,1,100749.32,22.86,24.71,1.0,-0.007872,45.65,21.83,107.82,43.2,67.2,0.1142,2,-0.008098
20220208,20220209,dynamic,4521.48,4587.21,4540.0,4550.0,3.529298123554099,10.0,-1.0,-1.0,-602.0,0,1,100147.32,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220209,20220210,dynamic,4587.21,4504.06,4610.0,4620.0,3.1846150051990207,0,0.4673,0.4673,278.36,1,0,100425.68,19.96,93.45,1.0,0.016195,135.29,40.21,102.75,57.5,97.8,0.5644,1,0.017843
20220214,20220215,dynamic,4401.55,4471.0,4420.0,4430.0,3.8337606384791343,10.0,-1.0,-1.0,-602.0,0,1,99823.68,28.33,59.81,1.0,-0.018947,97.82,11.06,93.69,53.1,36.0,-0.1331,2,-0.01544
20220215,20220216,dynamic,4471.0,4475.1,4490.0,4500.0,3.715874556909739,0,0.5913,0.5913,352.79,1,0,100176.47,25.7,95.93,1.0,-0.00122,143.54,41.72,88.17,57.6,59.0,0.63,2,0.001286
20220216,20220217,dynamic,4475.1,4380.04,4495.0,4505.0,3.600018212029454,0,0.5625,0.5625,335.5,1,0,100511.97,24.29,75.86,1.0,0.004728,113.81,19.35,83.93,59.6,60.3,-0.3411,1,0.002853
20220218,20220222,dynamic,4348.97,4304.66,4370.0,4380.0,3.669970453379392,0,0.5798,0.5798,345.86,1,0,100857.83,27.75,32.28,1.0,-0.01503,58.21,35.6,78.61,38.3,8.1,0.1034,2,-0.023757
20220222,20220223,dynamic,4304.66,4225.62,4325.0,4335.0,3.7350349854482374,0,0.5962,0.5962,355.71,1,0,101213.54,28.81,39.52,1.0,-0.020768,69.92,28.08,80.62,33.4,11.4,-0.3732,3,-0.032554
20220224,20220225,dynamic,4288.65,4384.62,4310.0,4320.0,3.7415468052402048,10.0,-1.0,-1.0,-602.0,0,1,100611.54,30.32,96.62,1.0,-0.004858,145.5,132.88,89.91,36.8,36.6,-1.653,3,-0.034069
20220225,20220228,dynamic,4384.62,4373.39,4405.0,4415.0,3.7053640586182155,0,0.5887,0.5887,351.19,1,0,100962.73,27.59,99.27,1.0,0.017194,143.17,86.24,90.65,42.6,56.8,0.2269,2,-0.0131
20220228,20220301,dynamic,4373.39,4306.19,4395.0,4405.0,3.7468915149486293,0,0.5992,0.5992,357.52,1,0,101320.25,30.15,79.04,1.0,0.013441,115.88,19.22,92.32,42.9,54.4,-0.6945,1,-0.014978
20220301,20220302,dynamic,4306.19,4386.47,4325.0,4335.0,3.956092321609731,10.0,-1.0,-1.0,-602.0,0,1,100718.25,33.32,26.94,1.0,-0.002202,47.22,56.95,94.68,36.7,40.3,-0.2344,1,-0.027822
20220302,20220303,dynamic,4386.47,4363.54,4405.0,4415.0,3.90986843006408,0,0.642,0.642,383.2,1,0,101101.45,30.74,80.98,1.0,0.008879,119.84,63.91,96.59,37.9,57.3,0.3802,1,-0.007907
20220303,20220304,dynamic,4363.54,4328.87,4385.0,4395.0,3.7632583531640194,0,0.6034,0.6034,360.04,1,0,101461.49,30.48,25.25,1.0,0.00016,44.2,37.77,94.2,40.8,60.5,0.3383,2,-0.010567
20220304,20220307,dynamic,4328.87,4200.89,4350.0,4360.0,3.8210968087219044,0,0.6184,0.6184,369.05,1,0,101830.54,31.98,76.81,1.0,-0.005244,117.87,13.25,90.89,43.7,57.1,-0.4909,2,-0.016774
20220309,20220310,dynamic,4277.86,4259.4,4300.0,4310.0,3.779511183896375,0,0.6076,0.6076,362.55,1,0,102193.09,32.45,71.77,1.0,0.002227,108.77,54.76,104.06,38.9,47.8,1.2583,2,-0.018815
20220310,20220311,dynamic,4259.4,4204.36,4280.0,4290.0,3.7646432239612295,0,0.6038,0.6038,360.25,1,0,102553.34,30.23,84.82,1.0,0.002795,126.88,6.85,101.69,42.6,47.9,-0.5917,2,-0.019362
20220315,20220316,dynamic,4262.73,4358.11,4285.0,4295.0,3.672310770639342,10.0,-1.0,-1.0,-602.0,0,1,101951.34,29.83,89.99,1.0,0.006433,133.13,73.91,101.11,52.2,49.0,0.3777,2,-0.010807
