signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4820.0,4830.0,2.9043249210740214,0,0.4093,0.4093,243.59,1,0,100243.59,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220104,20220105,dynamic,4793.53,4700.67,4820.0,4830.0,2.735747289608298,0,0.3766,0.3766,223.96,1,0,100467.55,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220106,20220107,dynamic,4696.05,4677.02,4720.0,4730.0,3.124995684775058,0,0.4545,0.4545,270.73,1,0,100738.28,19.61,46.12,1.0,-0.010673,76.39,2.66,58.71,0.0,16.8,-0.1549,3,-0.010673
20220107,20220110,dynamic,4677.02,4670.29,4700.0,4710.0,3.103029002623316,0,0.4499,0.4499,267.95,1,0,101006.23,18.76,31.59,1.0,-0.01178,56.35,20.64,56.01,0.0,9.2,0.0343,4,-0.01178
20220110,20220111,dynamic,4670.29,4713.1,4695.0,4705.0,3.050643256732201,10.0,-1.0,-1.0,-602.0,0,1,100404.23,19.4,96.99,1.0,-0.007907,146.86,14.95,62.47,0.0,37.2,-0.4635,3,-0.011026
20220111,20220112,dynamic,4713.1,4726.43,4740.0,4750.0,2.838633660386904,0,0.3964,0.3964,235.83,1,0,100640.06,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4750.0,4760.0,2.9744751193359207,0,0.4234,0.4234,252.03,1,0,100892.09,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220114,20220118,dynamic,4662.82,4577.34,4685.0,4695.0,3.186048270463516,0,0.4676,0.4676,278.55,1,0,101170.64,19.19,95.41,1.0,-0.005027,143.86,24.83,63.7,23.6,34.1,-0.4563,2,-0.009928
20220124,20220125,dynamic,4410.5,4356.45,4435.0,4445.0,3.617386347787942,0,0.5668,0.5668,338.05,1,0,101508.69,29.9,96.48,1.0,-0.015558,148.24,54.18,85.15,13.6,31.5,-0.9416,3,-0.048049
20220125,20220126,dynamic,4356.45,4349.78,4380.0,4390.0,3.6938853071803806,0,0.5858,0.5858,349.46,1,0,101858.15,31.16,55.96,1.0,-0.017939,92.17,10.19,90.83,12.5,23.3,-0.9944,2,-0.056193
20220126,20220127,dynamic,4349.78,4326.5,4375.0,4385.0,3.6502382237679285,0,0.5749,0.5749,342.92,1,0,102201.07,31.96,30.3,1.0,-0.01128,54.42,58.65,94.42,14.6,24.2,1.1932,2,-0.054432
20220128,20220131,dynamic,4432.0,4515.45,4455.0,4465.0,3.5949211474544427,10.0,-1.0,-1.0,-602.0,0,1,101599.07,27.66,99.49,1.0,0.013018,144.61,95.81,105.88,29.6,39.8,0.224,2,-0.031663
20220131,20220201,dynamic,4515.45,4546.35,4540.0,4550.0,3.3971466524512834,6.35,-0.4472,-0.4472,-270.33,0,1,101328.74,24.83,98.6,1.0,0.027164,139.5,83.66,106.46,38.6,55.6,-0.0047,2,-0.012768
20220201,20220202,dynamic,4546.35,4589.31,4570.0,4580.0,3.2714736010880188,10.0,-1.0,-1.0,-602.0,0,1,100726.74,21.96,93.82,1.0,0.025335,133.3,26.78,105.82,37.5,61.5,0.0912,1,-0.003285
20220202,20220203,dynamic,4589.31,4477.3,4615.0,4625.0,3.1819176976828203,0,0.4667,0.4667,278.01,1,0,101004.75,22.09,88.23,1.0,0.02396,125.86,22.92,106.46,40.1,70.3,0.4408,0,0.00839
20220204,20220207,dynamic,4500.61,4483.92,4525.0,4535.0,3.3003050686882034,0,0.4926,0.4926,293.56,1,0,101298.31,23.22,55.71,1.0,-0.005567,88.41,17.82,110.95,39.3,67.9,0.1226,1,-0.006528
