signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220323,20220324,dynamic,4456.12,4499.62,4440,4430,3.7279818717433955,0,0.5944,0.5944,354.63,1,0,100354.63,23.57,0.68,1.0,-0.001029,10.14,36.98,87.92,55.8,81.9,-0.4147,1,0.028624
20230127,20230130,dynamic,4070.48,4043.15,4085,4095,1.0999999999999999,0,0.1236,0.1236,72.16,1,0,100426.79,18.51,47.86,1.0,0.008371,73.61,16.76,55.19,72.6,89.1,-0.1628,1,0.033039
20230130,20230131,dynamic,4017.9,4042.8,3995,3985,2.870856170471143,0,0.4027,0.4027,239.62,1,0,100666.41,19.94,4.87,1.0,-0.004568,16.96,31.37,54.81,64.4,64.8,-0.5211,2,0.017515
20230208,20230209,dynamic,4117.91,4109.52,4115,4105,4.349838573328725,5.4799,-0.2,-0.2,-122.0,0,1,100544.41,19.63,13.81,1.0,-0.005771,29.82,35.56,63.26,69.5,73.9,-0.2536,2,0.018664
20230209,20230210,dynamic,4081.6,4072.38,4040,4030,1.8776917028968683,0,0.2312,0.2312,136.71,1,0,100681.12,20.71,13.78,1.0,-0.009846,30.89,62.65,64.08,60.4,53.8,0.6396,2,0.008284
20230210,20230213,dynamic,4090.48,4137.76,4135,4145,0.95,2.76,-0.2,-0.2,-122.0,0,1,100559.12,20.53,88.44,1.0,-0.005475,134.22,21.56,61.64,57.3,57.4,-0.3107,2,0.009139
20230307,20230308,dynamic,3986.44,3997.62,3955,3945,2.262440581022929,0,0.2924,0.2924,173.44,1,0,100732.56,19.59,8.8,1.0,-0.00406,22.33,61.82,52.86,32.7,26.5,-0.0032,2,-0.015472
20230320,20230321,dynamic,3951.55,3975.2,4025,4035,0.75,0,0.0811,0.0811,46.65,1,0,100779.21,24.15,87.24,1.0,0.005934,129.41,34.08,68.03,48.4,52.9,0.0212,1,-0.002207
20230425,20230426,dynamic,4071.71,4086.19,4045,4035,2.5151755778099414,0,0.336,0.336,199.62,1,0,100978.83,18.76,0.6,1.0,-0.013007,13.3,54.72,37.14,43.5,1.9,-0.2584,2,-0.008187
20230426,20230427,dynamic,4055.94,4104.11,4050,4040,4.065331073439438,0,0.685,0.66,394.0,1,0,101372.83,18.84,16.34,1.0,-0.012108,35.1,31.84,38.02,42.5,5.5,0.3947,2,-0.013046
20230501,20230502,dynamic,4167.59,4117.17,4120,4110,1.032327223087293,2.8259,-0.2,-0.2,-122.0,0,1,101250.83,16.08,15.22,1.0,0.011538,27.05,0.8,41.72,59.0,85.9,-0.0669,2,0.010619
