signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220105,20220106,dynamic,4700.67,4675.38,4680,4670,3.269465880490543,4.6156,-0.2,-0.2,-122.0,0,1,99878.0,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220105,20220106,reentry,4700.67,4675.38,4680,4670,2.9139286992080997,4.6156,-0.2,-0.2,244.73,1,0,100122.73,19.73,1.25,1.0,-0.01321,14.27,87.32,60.36,0.0,1.0,-0.1156,2,-0.01321
20220113,20220114,dynamic,4659.25,4642.13,4615,4605,2.0121489819247245,0,0.2519,0.2519,149.14,1,0,100271.87,20.31,9.55,1.0,-0.006391,24.02,74.31,65.18,22.5,32.6,0.1509,2,-0.011776
20220208,20220209,dynamic,4521.48,4571.12,4605,4615,1.1999999999999997,0,0.1364,0.1364,79.82,1,0,100351.69,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220325,20220328,dynamic,4543.06,4521.47,4575,4585,1.0,0,0.1111,0.1111,64.67,1,0,100416.36,20.81,93.39,1.0,0.009912,136.94,20.15,80.91,73.5,99.2,0.0602,1,0.043994
20220330,20220331,dynamic,4602.49,4596.62,4625,4635,1.3,0,0.1494,0.1494,87.66,1,0,100504.02,19.33,45.58,1.0,0.0061,71.03,21.71,70.5,74.9,92.7,-0.1617,1,0.048691
20220331,20220401,dynamic,4530.5,4517.12,4505,4495,2.986162503200376,0,0.4258,0.4258,253.45,1,0,100757.47,20.56,0.01,1.0,-0.010083,11.68,68.52,69.21,73.1,77.5,-0.0754,2,0.030328
20220816,20220817,dynamic,4305.24,4257.45,4305,4315,1.3000000000000003,0,0.1494,0.1494,87.66,1,0,100845.13,19.69,57.82,1.0,0.01063,86.93,14.78,57.6,82.7,94.0,-0.1555,1,0.046751
20220817,20220818,dynamic,4274.06,4282.55,4305,4315,1.0499999999999998,0,0.1173,0.1173,68.39,1,0,100913.52,19.9,42.73,1.0,0.000308,68.64,6.34,55.19,74.4,79.2,-0.577,1,0.035217
20220818,20220819,dynamic,4284.15,4230.88,4280,4290,1.4000000000000004,0,0.1628,0.1628,95.67,1,0,101009.19,19.56,72.57,1.0,-0.000923,110.75,11.02,52.51,71.1,83.2,-0.0218,1,0.034091
20220824,20220825,dynamic,4140.99,4187.84,4185,4195,1.05,2.84,-0.2,-0.2,-122.0,0,1,100887.19,22.82,57.45,1.0,-0.010308,92.15,14.44,54.27,48.7,15.5,-0.0523,3,-0.009592
