signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220112,20220113,dynamic,4726.43,4722.53,4770,4780,1.8159045482350393,0,0.2219,0.2219,131.13,1,0,100131.13,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220406,20220407,dynamic,4481.26,4519.16,4515,4525,2.702959162035313,4.1624,-0.2,-0.2,-122.0,0,1,100009.13,22.1,57.92,1.0,-0.011436,93.12,12.91,60.09,55.9,36.8,-0.6886,1,0.005899
20220418,20220419,dynamic,4391.81,4443.57,4440,4450,1.9617110500588524,3.5694,-0.2,-0.2,-122.0,0,1,99887.13,22.17,53.76,1.0,-0.003731,85.19,6.18,63.02,32.9,8.1,-0.1591,3,-0.024018
20220802,20220803,dynamic,4091.36,4142.73,4085,4075,4.251410894946048,0,0.7396,0.66,394.0,1,0,100281.13,23.93,19.04,1.0,0.001022,35.28,12.85,72.4,73.3,87.3,-0.3499,2,0.038592
20220804,20220805,dynamic,4152.02,4118.1,4155,4165,1.5999999999999996,0,0.1905,0.1905,112.29,1,0,100393.42,21.44,64.17,1.0,0.005451,97.24,2.83,68.74,73.9,95.5,-0.0065,2,0.046557
20220817,20220818,dynamic,4274.06,4282.55,4305,4315,1.0499999999999998,0,0.1173,0.1173,68.39,1,0,100461.81,19.9,42.73,1.0,0.000308,68.64,6.34,55.19,74.4,79.2,-0.577,1,0.035217
20221121,20221122,dynamic,3949.99,3997.72,3995,4005,0.8999999999999999,2.72,-0.2,-0.2,-122.0,0,1,100339.81,22.36,58.09,1.0,-0.003199,91.11,6.24,75.13,56.5,76.2,-0.2333,1,0.019602
20230117,20230118,dynamic,3990.96,3965.65,3970,3960,2.936145790721639,4.3489,-0.2,-0.2,-122.0,0,1,100217.81,19.36,20.73,1.0,0.004672,36.65,8.32,58.26,66.9,89.6,0.0063,1,0.030298
20230203,20230206,dynamic,4136.42,4109.14,4080,4070,0.9629542966153508,0,0.1066,0.1066,61.93,1,0,100279.74,18.33,22.14,1.0,0.007397,37.86,0.27,61.69,62.8,81.0,-1.0297,1,0.032005
20230214,20230215,dynamic,4136.18,4130.14,4150,4160,1.0,0,0.1111,0.1111,64.67,1,0,100344.41,18.91,63.57,1.0,0.005706,96.34,9.48,62.25,61.3,67.5,-0.2586,1,0.016856
20230224,20230227,dynamic,3970.05,3988.03,4030,4040,1.05,0,0.1173,0.1173,68.39,1,0,100412.8,21.67,76.68,1.0,-0.009979,118.99,3.19,58.2,31.5,11.6,-0.9757,2,-0.028471
20230501,20230502,dynamic,4167.59,4117.17,4120,4110,1.032327223087293,2.8259,-0.2,-0.2,-122.0,0,1,100290.8,16.08,15.22,1.0,0.011538,27.05,0.8,41.72,59.0,85.9,-0.0669,2,0.010619
20230621,20230622,dynamic,4365.73,4369.86,4325,4315,1.00330271740512,0,0.1115,0.1115,64.91,1,0,100355.71,13.2,21.43,1.0,-0.006118,40.58,14.28,43.68,76.1,70.1,-0.2003,2,0.02008
20230623,20230626,dynamic,4348.38,4348.68,4325,4315,2.153577934229588,0,0.2745,0.2745,162.68,1,0,100518.39,13.44,27.93,1.0,-0.006972,49.91,5.79,39.43,60.9,46.6,-0.6315,2,0.010487
20230707,20230710,dynamic,4399.04,4397.75,4375,4365,2.3521432706971837,0,0.3076,0.3076,182.53,1,0,100700.92,14.83,3.81,1.0,-0.007584,16.32,5.5,37.79,45.7,54.4,-0.1616,1,0.003905
20230919,20230920,dynamic,4444.04,4453.2,4490,4500,1.2500000000000002,0,0.1429,0.1429,83.71,1,0,100784.63,14.11,82.52,1.0,-0.004495,125.66,1.37,34.34,40.1,22.0,-0.1823,2,-0.003761
20231002,20231003,dynamic,4288.4,4226.83,4305,4315,0.9,0,0.0989,0.0989,57.34,1,0,100841.97,17.61,69.83,1.0,0.000817,106.44,3.88,48.25,25.5,18.2,-0.0867,1,-0.02487
20231011,20231012,dynamic,4376.94,4381.43,4405,4415,1.1,0,0.1236,0.1236,72.16,1,0,100914.13,16.09,94.89,1.0,0.011424,138.62,10.35,54.29,56.8,95.0,0.1914,1,0.008538
20231023,20231024,dynamic,4216.96,4244.6,4270,4280,1.9499999999999997,0,0.2422,0.2422,143.34,1,0,101057.47,20.37,41.64,1.0,-0.015042,71.32,6.56,59.48,48.5,13.6,-0.3241,4,-0.019459
20231024,20231025,dynamic,4247.65,4205.13,4240,4250,2.4,0,0.3158,0.3158,187.47,1,0,101244.94,18.97,70.64,1.0,-0.002021,108.35,11.86,59.08,48.1,28.6,0.4465,3,-0.012026
