signal_date,trade_date,signal_mode,spx_close_signal,spx_close_exit,short_strike,long_strike,credit_received,spread_value_exit,raw_return,capped_return,pnl_earned,win,loss,equity_after,vix_level,variance_pct,rel_vol,rising_rocket,exhaustion_score,body_size,atr,rsi,stoch,gap_pct,cluster_count,dist_from_sma
20220103,20220104,dynamic,4796.59,4793.53,4825,4835,2.575232890069401,0,0.3468,0.3468,310.16,1,0,100310.16,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220103,20220104,dynamic,4796.59,4793.53,4780,4770,3.289914796455605,0,0.4903,0.4903,659.9,1,0,100970.06,16.6,99.87,1.0,0.0,148.72,18.45,38.47,nan,99.9,nan,0,0.0
20220104,20220105,dynamic,4793.53,4700.67,4810,4825,4.866573579016176,0,0.4802,0.4802,970.51,1,0,101940.57,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220104,20220105,dynamic,4793.53,4758.59,4765,4750,3.5490471239653516,6.4118,-0.25,-0.25,-339.5,0,1,101601.07,16.91,43.43,1.0,-0.000319,69.79,10.98,41.41,0.0,58.5,0.1651,1,-0.000319
20220106,20220107,dynamic,4696.05,4677.02,4730,4745,3.6234084063952423,0,0.3185,0.3185,642.96,1,0,102244.03,19.61,46.12,1.0,-0.010673,76.39,2.66,58.71,0.0,16.8,-0.1549,3,-0.010673
20220111,20220112,dynamic,4713.1,4726.43,4760,4780,3.0788334582551897,0,0.182,0.182,489.27,1,0,102733.3,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220111,20220112,dynamic,4713.1,4726.43,4695,4675,6.013181740671371,0,0.4299,0.4299,578.39,1,0,103311.69,18.41,98.64,1.0,0.00462,145.73,43.96,64.38,25.3,55.4,-0.0246,2,-0.001681
20220112,20220113,dynamic,4726.43,4659.25,4755,4785,6.308931464104262,0,0.2663,0.2663,717.01,1,0,104028.7,17.62,46.82,1.0,0.006356,72.7,2.16,61.6,30.8,61.0,0.3287,2,0.001
20220208,20220209,dynamic,4521.48,4585.3,4580,4600,2.7027082963896873,5.2973,-0.15,-0.15,-272.0,0,1,103756.7,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220208,20220209,dynamic,4521.48,4587.21,4515,4495,7.82677645953936,0,0.643,0.643,865.98,1,0,104622.68,21.44,85.07,1.0,0.001541,127.58,41.46,106.72,49.2,78.8,-0.087,2,0.001859
20220323,20220324,dynamic,4456.12,4506.59,4500,4520,4.225766953068387,6.5919,-0.15,-0.15,-609.5,0,1,104013.18,23.57,0.68,1.0,-0.001029,10.14,36.98,87.92,55.8,81.9,-0.4147,1,0.028624
20220324,20220325,dynamic,4520.19,4543.06,4555,4585,6.4519669491844525,0,0.274,0.274,1477.56,1,0,105490.74,21.67,99.3,1.0,0.008414,145.61,50.21,86.91,61.5,99.5,0.311,1,0.040633
20220329,20220330,dynamic,4631.69,4602.49,4655,4685,7.498630803354558,0,0.3333,0.3333,897.78,1,0,106388.52,18.9,88.22,1.0,0.019004,127.21,28.83,71.76,76.1,98.8,0.5982,0,0.057948
20220404,20220405,dynamic,4582.62,4525.33,4605,4625,5.55732331124068,0,0.3848,0.3848,1036.92,1,0,107425.44,18.57,98.01,1.0,0.000874,145.88,34.65,62.19,75.1,85.8,0.0477,2,0.035135
20220404,20220405,dynamic,4582.62,4532.59,4540,4520,3.2169342084683876,7.4127,-0.25,-0.25,-1014.5,0,1,106410.94,18.57,98.01,1.0,0.000874,145.88,34.65,62.19,75.1,85.8,0.0477,2,0.035135
20220407,20220408,dynamic,4500.27,4488.68,4525,4540,4.532626131713641,0,0.433,0.433,874.87,1,0,107285.81,21.55,70.52,1.0,-0.005917,109.25,25.62,59.8,53.3,35.7,-0.1475,1,0.007442
20220412,20220413,dynamic,4397.35,4446.67,4360,4340,4.77719119542644,0,0.3138,0.3138,633.48,1,0,107919.29,24.26,17.86,1.0,-0.013179,37.51,40.24,62.77,44.7,6.3,0.5611,3,-0.022803
20220419,20220420,dynamic,4462.48,4459.4,4505,4535,5.243994095640119,0,0.2118,0.2118,855.9,1,0,108775.19,21.37,89.37,1.0,0.010025,131.26,71.85,64.35,34.7,35.8,-0.0269,2,-0.008328
20220728,20220729,dynamic,4072.17,4128.12,4120,4150,4.263003700767172,8.1236,-0.15,-0.15,-812.0,0,1,107963.19,22.33,92.11,1.0,0.020852,132.15,46.04,73.54,63.9,98.1,0.0698,1,0.045631
20220802,20220803,dynamic,4091.36,4148.48,4140,4170,4.687888576599789,8.4847,-0.15,-0.15,-609.5,0,1,107353.69,23.93,19.04,1.0,0.001022,35.28,12.85,72.4,73.3,87.3,-0.3499,2,0.038592
20220803,20220804,dynamic,4155.12,4152.02,4185,4215,6.686717960928377,0,0.2868,0.2868,2321.24,1,0,109674.93,21.95,78.99,1.0,0.010108,116.72,47.16,72.13,77.1,96.4,0.4057,2,0.050644
20220804,20220805,dynamic,4152.02,4145.07,4150,4180,12.364279662344188,0,0.7011,0.66,5344.0,1,0,115018.93,21.44,64.17,1.0,0.005451,97.24,2.83,68.74,73.9,95.5,-0.0065,2,0.046557
20220805,20220808,dynamic,4145.07,4140.05,4190,4220,4.350804432359212,0,0.1696,0.1696,913.99,1,0,115932.92,21.15,85.29,1.0,0.003057,127.48,29.2,65.95,77.2,92.6,-0.8707,1,0.04158
20220805,20220808,dynamic,4145.07,4140.05,4125,4095,7.863654670748247,0,0.3552,0.3552,2875.42,1,0,118808.34,21.15,85.29,1.0,0.003057,127.48,29.2,65.95,77.2,92.6,-0.8707,1,0.04158
20220808,20220809,dynamic,4140.05,4122.65,4165,4185,5.372342415418302,0,0.3673,0.3673,989.64,1,0,119797.98,21.29,19.22,1.0,0.000804,35.59,15.88,62.28,71.3,83.1,0.262,1,0.036599
20220808,20220809,dynamic,4140.05,4122.65,4100,4080,3.6351909171728494,0,0.2221,0.2221,897.65,1,0,120695.63,21.29,19.22,1.0,0.000804,35.59,15.88,62.28,71.3,83.1,0.262,1,0.036599
20220810,20220811,dynamic,4210.12,4207.34,4260,4290,3.4191804184561647,0,0.1286,0.1286,461.08,1,0,121156.71,19.74,97.31,1.0,0.013514,141.42,29.1,61.75,70.3,99.7,1.4158,2,0.04483
20220811,20220812,dynamic,4207.34,4279.95,4195,4175,6.717058537763933,0,0.5057,0.5057,1363.36,1,0,122520.07,20.2,10.5,1.0,0.010155,20.81,20.06,60.53,75.3,85.4,0.4104,3,0.038764
20220812,20220815,dynamic,4279.95,4297.14,4300,4330,7.774550906949003,0,0.3498,0.3498,1886.94,1,0,124407.01,19.53,99.14,1.0,0.020975,141.95,54.93,63.48,78.3,99.9,0.4202,2,0.051278
20220815,20220816,dynamic,4297.14,4305.24,4325,4355,6.601347043193186,0,0.2821,0.2821,1521.48,1,0,125928.49,19.95,89.64,1.0,0.01745,129.62,27.77,62.69,85.8,98.7,-0.2472,1,0.04949
20220817,20220818,dynamic,4274.06,4284.15,4305,4320,3.610265341886702,0,0.317,0.317,1280.75,1,0,127209.24,19.9,42.73,1.0,0.000308,68.64,6.34,55.19,74.4,79.2,-0.577,1,0.035217
