entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20260102,15:55:00,PUT,6840,6830,10.0,0.05,0.1,0.15,0.0,0.05,15,14.95,11.1,0.0,45.0,WIN,16:00:00,6851.14,6858.45,100045.0
20260130,15:55:00,PUT,6925,6915,10.0,0.25,0.35,0.5,0.05,0.1,15,16.88,10.3,0.0,345.0,WIN,16:00:00,6935.26,6939.14,100390.0
20260130,15:55:00,CALL,6950,6960,10.0,0.1,0.2,0.25,0.0,0.1,15,16.88,14.7,0.0,120.0,WIN,16:00:00,6935.26,6939.14,100510.0
20260206,15:55:00,PUT,6930,6920,10.0,0.15,0.25,0.3,0.05,0.1,15,21.77,11.6,0.0,195.0,WIN,16:00:00,6941.56,6932.25,100705.0
20260206,15:55:00,CALL,6955,6965,10.0,0.1,0.2,0.25,0.05,0.1,15,21.77,13.4,0.0,120.0,WIN,16:00:00,6941.56,6932.25,100825.0
20260227,15:55:00,PUT,6860,6850,10.0,0.15,0.25,0.3,0.05,0.1,15,18.63,11.2,0.0,195.0,WIN,16:00:00,6871.25,6878.88,101020.0
20260227,15:55:00,CALL,6885,6895,10.0,0.1,0.2,0.3,0.05,0.1,15,18.63,13.8,0.0,120.0,WIN,16:00:00,6871.25,6878.88,101140.0
20260320,15:55:00,PUT,6490,6480,10.0,0.15,0.25,0.3,0.05,0.1,15,24.06,14.4,0.0,195.0,WIN,16:00:00,6504.36,6506.68,101335.0
20260320,15:55:00,CALL,6515,6525,10.0,0.4,0.65,0.75,0.2,0.25,15,24.06,10.6,0.0,570.0,WIN,16:00:00,6504.36,6506.68,101905.0
