entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20220105,15:55:00,PUT,4700,4690,10.0,0.15,0.2,0.25,0.0,0.05,1,16.91,12.6,0.0,13.0,WIN,16:00:00,4712.61,4700.67,100013.0
20220107,15:55:00,PUT,4670,4660,10.0,0.15,0.2,0.35,0.0,0.05,1,19.61,10.3,0.0,13.0,WIN,16:00:00,4680.34,4677.02,100026.0
20220110,15:55:00,PUT,4650,4640,10.0,0.3,0.4,0.6,0.05,0.1,1,18.76,10.3,0.0,28.0,WIN,16:00:00,4660.28,4670.29,100054.0
20220114,15:55:00,PUT,4650,4640,10.0,0.1,0.2,0.25,0.0,0.1,1,20.31,13.5,0.0,8.0,WIN,16:00:00,4663.47,4662.82,100062.0
20220118,15:55:00,PUT,4555,4545,10.0,0.1,0.15,0.3,0.0,0.05,1,19.19,14.3,0.0,8.0,WIN,16:00:00,4569.34,4577.34,100070.0
20220119,15:55:00,PUT,4530,4520,10.0,0.2,0.3,0.55,0.0,0.1,1,22.79,10.8,0.0,18.0,WIN,16:00:00,4540.8,4532.89,100088.0
20220121,15:55:00,PUT,4385,4375,10.0,0.3,0.45,0.8,0.05,0.15,1,25.59,13.7,0.0,28.0,WIN,16:00:00,4398.74,4397.73,100116.0
20220124,15:55:00,PUT,4390,4380,10.0,1.4,2.7,2.8,1.0,1.3,1,28.85,14.3,0.0,138.0,WIN,16:00:00,4404.32,4410.5,100254.0
20220126,15:55:00,PUT,4340,4330,10.0,0.15,1.05,2.05,0.3,0.9,1,31.16,14.8,0.0,13.0,WIN,16:00:00,4354.82,4349.78,100267.0
20220128,15:55:00,PUT,4410,4400,10.0,0.4,0.65,1.0,0.15,0.25,1,30.49,10.9,0.0,38.0,WIN,16:00:00,4420.86,4432.0,100305.0
20220131,15:55:00,PUT,4500,4490,10.0,0.15,0.2,0.3,0.0,0.05,1,27.66,14.5,0.0,13.0,WIN,16:00:00,4514.49,4515.45,100318.0
20220202,15:55:00,PUT,4580,4570,10.0,0.2,0.3,0.6,0.05,0.1,1,21.96,10.3,0.0,18.0,WIN,16:00:00,4590.34,4589.31,100336.0
