entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20220110,15:55:00,PUT,4645,4625,20.0,0.05,0.1,0.2,0.0,0.05,8,18.76,15.3,0.0,24.0,WIN,16:00:00,4660.28,4670.29,100024.0
20220110,15:55:00,CALL,4675,4695,20.0,0.05,0.1,0.15,0.0,0.05,7,18.76,14.7,0.0,21.0,WIN,16:00:00,4660.28,4670.29,100045.0
20220114,15:55:00,PUT,4650,4630,20.0,0.15,0.2,0.25,0.0,0.05,8,20.31,13.5,0.0,104.0,WIN,16:00:00,4663.47,4662.82,100149.0
20220118,15:55:00,PUT,4555,4535,20.0,0.1,0.15,0.3,0.0,0.05,8,19.19,14.3,0.0,64.0,WIN,16:00:00,4569.34,4577.34,100213.0
20220118,15:55:00,CALL,4585,4605,20.0,0.15,0.2,0.3,0.0,0.05,7,19.19,15.7,0.0,91.0,WIN,16:00:00,4569.34,4577.34,100304.0
20220121,15:55:00,PUT,4385,4365,20.0,0.4,0.45,0.8,0.0,0.05,8,25.59,13.7,0.0,304.0,WIN,16:00:00,4398.74,4397.73,100608.0
20220121,15:55:00,CALL,4415,4435,20.0,0.25,0.35,0.6,0.05,0.1,7,25.59,16.3,0.0,161.0,WIN,16:00:00,4398.74,4397.73,100769.0
20220128,15:55:00,PUT,4405,4385,20.0,0.25,0.3,0.55,0.0,0.05,8,30.49,15.9,0.0,184.0,WIN,16:00:00,4420.86,4432.0,100953.0
20220128,15:55:00,CALL,4435,4455,20.0,0.35,0.4,0.6,0.0,0.05,7,30.49,14.1,0.0,231.0,WIN,16:00:00,4420.86,4432.0,101184.0
20220207,15:55:00,PUT,4460,4440,20.0,0.25,0.3,0.5,0.0,0.05,8,23.22,14.1,0.0,184.0,WIN,16:00:00,4474.05,4483.92,101368.0
20220207,15:55:00,CALL,4490,4510,20.0,0.15,0.2,0.4,0.0,0.05,7,23.22,15.9,0.0,91.0,WIN,16:00:00,4474.05,4483.92,101459.0
20220222,15:55:00,PUT,4280,4260,20.0,0.35,0.45,0.75,0.0,0.1,8,27.75,12.4,0.0,264.0,WIN,16:00:00,4292.45,4304.66,101723.0
20220222,15:55:00,CALL,4305,4325,20.0,0.45,0.5,0.8,0.0,0.05,7,27.75,12.6,0.0,301.0,WIN,16:00:00,4292.45,4304.66,102024.0
20220225,15:55:00,PUT,4365,4345,20.0,0.05,0.1,0.2,0.0,0.05,8,30.32,16.4,0.0,24.0,WIN,16:00:00,4381.4,4384.62,102048.0
20220225,15:55:00,CALL,4395,4415,20.0,0.25,0.3,0.45,0.0,0.05,7,30.32,13.6,0.0,161.0,WIN,16:00:00,4381.4,4384.62,102209.0
20220304,15:55:00,PUT,4310,4290,20.0,0.15,0.3,0.5,0.05,0.15,8,30.48,15.6,0.0,104.0,WIN,16:00:00,4325.56,4328.87,102313.0
20220304,15:55:00,CALL,4340,4360,20.0,0.15,0.2,0.35,0.0,0.05,7,30.48,14.4,0.0,91.0,WIN,16:00:00,4325.56,4328.87,102404.0
20220307,15:55:00,PUT,4185,4165,20.0,0.15,0.2,0.3,0.0,0.05,8,31.98,16.1,0.0,104.0,WIN,16:00:00,4201.06,4200.89,102508.0
20220307,15:55:00,CALL,4215,4235,20.0,0.3,0.35,0.55,0.0,0.05,7,31.98,13.9,0.0,196.0,WIN,16:00:00,4201.06,4200.89,102704.0
20220311,15:55:00,PUT,4195,4175,20.0,0.35,0.4,0.45,0.0,0.05,8,30.23,12.5,0.0,264.0,WIN,16:00:00,4207.48,4204.36,102968.0
20220311,15:55:00,CALL,4220,4240,20.0,0.15,0.2,0.35,0.0,0.05,7,30.23,12.5,0.0,91.0,WIN,16:00:00,4207.48,4204.36,103059.0
20220314,15:55:00,PUT,4155,4135,20.0,0.15,0.2,0.4,0.0,0.05,8,30.75,12.9,0.0,104.0,WIN,16:00:00,4167.89,4173.06,103163.0
20220314,15:55:00,CALL,4180,4200,20.0,0.2,0.25,0.4,0.0,0.05,7,30.75,12.1,0.0,126.0,WIN,16:00:00,4167.89,4173.06,103289.0
20220318,15:55:00,PUT,4445,4425,20.0,0.05,0.1,0.2,0.0,0.05,8,25.67,15.3,0.0,24.0,WIN,16:00:00,4460.3,4463.08,103313.0
20220331,15:55:00,PUT,4530,4510,20.0,0.55,0.7,0.9,0.1,0.15,8,19.33,15.9,0.0,424.0,WIN,16:00:00,4545.94,4530.5,103737.0
20220331,15:55:00,CALL,4560,4580,20.0,0.65,0.7,0.85,0.0,0.05,7,19.33,14.1,0.0,441.0,WIN,16:00:00,4545.94,4530.5,104178.0
20220408,15:55:00,PUT,4470,4450,20.0,0.05,0.1,0.15,0.0,0.05,8,21.55,16.6,0.0,24.0,WIN,16:00:00,4486.6,4488.68,104202.0
20220408,15:55:00,CALL,4500,4520,20.0,0.05,0.1,0.2,0.0,0.05,7,21.55,13.4,0.0,21.0,WIN,16:00:00,4486.6,4488.68,104223.0
20220414,15:55:00,CALL,4410,4430,20.0,0.05,0.1,0.2,0.0,0.05,8,21.82,13.4,0.0,24.0,WIN,16:00:00,4396.61,4392.62,104247.0
20220418,15:55:00,PUT,4365,4345,20.0,0.05,0.1,0.2,0.0,0.05,8,22.7,13.2,0.0,24.0,WIN,16:00:00,4378.24,4391.81,104271.0
20220422,15:55:00,PUT,4265,4245,20.0,0.65,0.75,1.05,0.0,0.1,8,22.68,12.1,0.0,504.0,WIN,16:00:00,4277.15,4271.94,104775.0
20220422,15:55:00,CALL,4290,4310,20.0,0.55,0.65,0.95,0.05,0.1,7,22.68,12.9,0.0,371.0,WIN,16:00:00,4277.15,4271.94,105146.0
20220426,15:55:00,PUT,4170,4150,20.0,0.3,0.35,0.5,0.0,0.05,8,27.02,13.5,0.0,224.0,WIN,16:00:00,4183.47,4175.2,105370.0
20220426,15:55:00,CALL,4200,4220,20.0,0.2,0.25,0.35,0.0,0.05,7,27.02,16.5,0.0,126.0,WIN,16:00:00,4183.47,4175.2,105496.0
20220503,15:55:00,PUT,4160,4140,20.0,0.15,0.2,0.25,0.0,0.05,8,32.34,18.4,0.0,104.0,WIN,16:00:00,4178.4,4175.27,105600.0
20220509,15:55:00,PUT,3970,3950,20.0,0.65,0.7,1.05,0.0,0.05,8,30.19,12.3,0.0,504.0,WIN,16:00:00,3982.28,3991.36,106104.0
20220509,15:55:00,CALL,3995,4015,20.0,0.95,1.05,1.35,0.05,0.1,7,30.19,12.7,0.0,651.0,WIN,16:00:00,3982.28,3991.36,106755.0
20220513,15:55:00,PUT,4005,3985,20.0,0.55,0.6,0.85,0.0,0.05,8,31.77,12.5,0.0,424.0,WIN,16:00:00,4017.5,4023.86,107179.0
20220513,15:55:00,CALL,4030,4050,20.0,0.25,0.3,0.5,0.0,0.05,7,31.77,12.5,0.0,161.0,WIN,16:00:00,4017.5,4023.86,107340.0
20220517,15:55:00,PUT,4070,4050,20.0,0.05,0.1,0.2,0.0,0.05,8,27.47,13.3,0.0,24.0,WIN,16:00:00,4083.32,4088.93,107364.0
20220520,15:55:00,PUT,3880,3860,20.0,0.25,0.3,0.45,0.0,0.05,8,29.35,15.2,0.0,184.0,WIN,16:00:00,3895.23,3901.37,107548.0
20220520,15:55:00,CALL,3910,3930,20.0,0.3,0.35,0.5,0.0,0.05,7,29.35,14.8,0.0,196.0,WIN,16:00:00,3895.23,3901.37,107744.0
