entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20250107,15:55:00,PUT,5895,5885,10.0,0.2,0.25,0.35,0.0,0.05,15,16.04,12.8,0.0,240.0,WIN,16:00:00,5907.75,5909.04,100240.0
20250110,15:55:00,PUT,5815,5805,10.0,0.05,0.1,0.2,0.0,0.05,15,17.7,15.6,0.0,15.0,WIN,16:00:00,5830.57,5827.02,100255.0
20250127,15:55:00,CALL,6015,6025,10.0,0.05,0.1,0.15,0.0,0.05,15,14.85,15.7,0.0,15.0,WIN,16:00:00,5999.29,6012.31,100270.0
20250131,15:55:00,PUT,6025,6015,10.0,0.4,0.6,0.65,0.15,0.2,15,15.84,14.4,0.0,540.0,WIN,16:00:00,6039.4,6040.46,100810.0
20250203,15:55:00,CALL,6015,6025,10.0,0.15,0.25,0.35,0.05,0.1,15,16.43,13.3,0.0,165.0,WIN,16:00:00,6001.67,5994.63,100975.0
20250207,15:55:00,PUT,6015,6005,10.0,0.05,0.1,0.15,0.0,0.05,15,15.5,13.6,0.0,15.0,WIN,16:00:00,6028.62,6025.99,100990.0
20250221,15:55:00,PUT,6005,5995,10.0,0.05,0.1,0.2,0.0,0.05,15,15.66,12.6,0.0,15.0,WIN,16:00:00,6017.61,6013.23,101005.0
20250225,15:55:00,PUT,5935,5925,10.0,0.15,0.25,0.35,0.05,0.1,15,18.98,15.3,0.0,165.0,WIN,16:00:00,5950.3,5955.34,101170.0
20250310,15:55:00,PUT,5595,5585,10.0,0.6,1.0,1.2,0.25,0.4,15,23.37,15.1,0.0,840.0,WIN,16:00:00,5610.11,5614.62,102010.0
20250314,15:55:00,CALL,5655,5665,10.0,0.2,0.25,0.3,0.0,0.05,15,24.66,13.3,0.0,240.0,WIN,16:00:00,5641.66,5638.94,102250.0
20250318,15:55:00,PUT,5600,5590,10.0,0.05,0.1,0.15,0.0,0.05,15,20.51,16.1,0.0,15.0,WIN,16:00:00,5616.07,5614.67,102265.0
20250321,15:55:00,CALL,5675,5685,10.0,0.05,0.1,0.15,0.0,0.05,15,19.8,16.6,0.0,15.0,WIN,16:00:00,5658.42,5667.35,102280.0
20250328,15:55:00,PUT,5570,5560,10.0,0.05,0.1,0.25,0.0,0.05,15,18.69,15.7,0.0,15.0,WIN,16:00:00,5585.68,5580.95,102295.0
20250401,15:55:00,CALL,5645,5655,10.0,0.05,0.1,0.2,0.0,0.05,15,22.28,12.1,0.0,15.0,WIN,16:00:00,5632.85,5633.08,102310.0
20250408,15:55:00,PUT,4960,4950,10.0,1.1,4.1,4.8,2.45,3.0,15,46.98,16.3,0.0,1590.0,WIN,16:00:00,4976.27,4982.78,103900.0
20250415,15:55:00,PUT,5385,5375,10.0,0.05,0.1,0.2,0.0,0.05,15,30.89,16.3,0.0,15.0,WIN,16:00:00,5401.31,5396.61,103915.0
20250415,15:55:00,CALL,5415,5425,10.0,0.1,0.15,0.2,0.0,0.05,15,30.89,13.7,0.0,90.0,WIN,16:00:00,5401.31,5396.61,104005.0
20250421,15:55:00,PUT,5140,5130,10.0,0.5,0.6,0.7,0.05,0.1,15,29.65,12.4,0.0,690.0,WIN,16:00:00,5152.38,5158.21,104695.0
20250428,15:55:00,PUT,5525,5515,10.0,0.05,0.1,0.2,0.0,0.05,15,24.84,12.2,0.0,15.0,WIN,16:00:00,5537.22,5528.71,104710.0
20250428,15:55:00,CALL,5550,5560,10.0,0.15,0.25,0.3,0.05,0.1,15,24.84,12.8,0.0,165.0,WIN,16:00:00,5537.22,5528.71,104875.0
20250506,15:55:00,PUT,5605,5595,10.0,0.15,0.2,0.3,0.0,0.05,15,23.64,12.1,0.0,165.0,WIN,16:00:00,5617.14,5606.84,105040.0
20250509,15:55:00,CALL,5680,5690,10.0,0.05,0.1,0.2,0.0,0.05,15,22.48,14.5,0.0,15.0,WIN,16:00:00,5665.48,5659.91,105055.0
20250512,15:55:00,CALL,5850,5860,10.0,0.15,0.2,0.3,0.0,0.05,15,21.9,13.0,0.0,165.0,WIN,16:00:00,5836.97,5844.17,105220.0
20250523,15:55:00,CALL,5815,5825,10.0,0.2,0.3,0.45,0.05,0.1,15,20.28,13.1,0.0,240.0,WIN,16:00:00,5801.88,5802.83,105460.0
20250530,15:55:00,PUT,5890,5880,10.0,0.45,0.65,0.8,0.15,0.2,15,19.18,16.8,0.0,615.0,WIN,16:00:00,5906.79,5911.62,106075.0
20250530,15:55:00,CALL,5920,5930,10.0,0.5,0.85,1.05,0.25,0.35,15,19.18,13.2,0.0,690.0,WIN,16:00:00,5906.79,5911.62,106765.0
20250613,15:55:00,PUT,5955,5945,10.0,0.1,0.2,0.35,0.05,0.1,15,18.02,12.9,0.0,90.0,WIN,16:00:00,5967.88,5976.96,106855.0
20250630,15:55:00,CALL,6230,6240,10.0,0.05,0.1,0.15,0.0,0.05,15,16.32,15.9,0.0,15.0,WIN,16:00:00,6214.13,6204.94,106870.0
20250801,15:55:00,PUT,6225,6215,10.0,0.05,0.1,0.2,0.0,0.05,15,16.72,15.6,0.0,15.0,WIN,16:00:00,6240.59,6238.01,106885.0
20250811,15:55:00,PUT,6355,6345,10.0,0.05,0.1,0.2,0.0,0.05,15,15.15,12.3,0.0,15.0,WIN,16:00:00,6367.27,6373.52,106900.0
20250930,15:55:00,CALL,6705,6715,10.0,0.05,0.1,0.15,0.0,0.05,15,16.12,16.1,0.0,15.0,WIN,16:00:00,6688.95,6688.43,106915.0
20251010,15:55:00,PUT,6545,6535,10.0,0.7,1.4,1.6,0.45,0.7,15,16.43,14.4,0.0,990.0,WIN,16:00:00,6559.43,6552.5,107905.0
20251107,15:55:00,CALL,6730,6740,10.0,0.05,0.1,0.15,0.0,0.05,15,19.5,12.7,0.0,15.0,WIN,16:00:00,6717.31,6728.81,107920.0
20251117,15:55:00,PUT,6650,6640,10.0,0.15,0.2,0.25,0.0,0.05,15,19.83,13.7,0.0,165.0,WIN,16:00:00,6663.68,6672.5,108085.0
20251118,15:55:00,PUT,6615,6605,10.0,0.15,0.2,0.25,0.0,0.05,15,22.38,13.6,0.0,165.0,WIN,16:00:00,6628.6,6617.37,108250.0
20251118,15:55:00,CALL,6645,6655,10.0,0.05,0.1,0.15,0.0,0.05,15,22.38,16.4,0.0,15.0,WIN,16:00:00,6628.6,6617.37,108265.0
20260120,15:55:00,PUT,6775,6765,10.0,0.05,0.1,0.15,0.0,0.05,15,15.86,16.3,0.0,15.0,WIN,16:00:00,6791.33,6796.93,108280.0
20260130,15:55:00,CALL,6950,6960,10.0,0.1,0.2,0.25,0.0,0.1,15,16.88,14.7,0.0,90.0,WIN,16:00:00,6935.26,6939.14,108370.0
20260206,15:55:00,CALL,6955,6965,10.0,0.1,0.2,0.25,0.05,0.1,15,21.77,13.4,0.0,90.0,WIN,16:00:00,6941.56,6932.25,108460.0
20260227,15:55:00,PUT,6855,6845,10.0,0.05,0.1,0.15,0.0,0.05,15,18.63,16.2,0.0,15.0,WIN,16:00:00,6871.25,6878.88,108475.0
20260227,15:55:00,CALL,6885,6895,10.0,0.1,0.2,0.3,0.05,0.1,15,18.63,13.8,0.0,90.0,WIN,16:00:00,6871.25,6878.88,108565.0
20260302,15:55:00,CALL,6895,6905,10.0,0.1,0.15,0.2,0.0,0.05,15,19.86,12.2,0.0,90.0,WIN,16:00:00,6882.8,6881.59,108655.0
20260303,15:55:00,PUT,6800,6790,10.0,0.1,0.2,0.25,0.05,0.1,15,21.44,16.1,0.0,90.0,WIN,16:00:00,6816.14,6816.63,108745.0
20260309,15:55:00,CALL,6800,6810,10.0,0.1,0.25,0.35,0.1,0.15,15,29.49,15.6,0.0,90.0,WIN,16:00:00,6784.42,6795.9,108835.0
20260310,15:55:00,CALL,6795,6805,10.0,0.1,0.15,0.2,0.0,0.05,15,25.5,15.5,0.0,90.0,WIN,16:00:00,6779.46,6781.52,108925.0
20260320,15:55:00,PUT,6490,6480,10.0,0.15,0.25,0.3,0.05,0.1,15,24.06,14.4,0.0,165.0,WIN,16:00:00,6504.36,6506.68,109090.0
20260324,15:55:00,PUT,6540,6530,10.0,0.05,0.1,0.15,0.0,0.05,15,26.15,14.4,0.0,15.0,WIN,16:00:00,6554.45,6556.33,109105.0
