entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20250415,15:55:00,PUT,5385,5360,25.0,0.05,0.1,0.2,0.0,0.05,5,30.89,16.3,0.0,15.0,WIN,16:00:00,5401.31,5396.61,100015.0
20250421,15:55:00,PUT,5135,5110,25.0,0.1,0.15,0.3,0.0,0.05,5,29.65,17.4,0.0,40.0,WIN,16:00:00,5152.38,5158.21,100055.0
20260309,15:55:00,CALL,6800,6825,25.0,0.2,0.25,0.35,0.0,0.05,5,29.49,15.6,0.0,90.0,WIN,16:00:00,6784.42,6795.9,100145.0
20260310,15:55:00,PUT,6760,6735,25.0,0.05,0.1,0.15,0.0,0.05,5,25.5,19.5,0.0,15.0,WIN,16:00:00,6779.46,6781.52,100160.0
20260310,15:55:00,CALL,6795,6820,25.0,0.1,0.15,0.2,0.0,0.05,5,25.5,15.5,0.0,40.0,WIN,16:00:00,6779.46,6781.52,100200.0
