entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20220105,15:55:00,PUT,4700,4680,20.0,0.15,0.2,0.25,0.0,0.05,7,16.91,12.6,0.0,91.0,WIN,16:00:00,4712.61,4700.67,100091.0
20220105,15:55:00,CALL,4725,4745,20.0,0.05,0.1,0.25,0.0,0.05,7,16.91,12.4,0.0,21.0,WIN,16:00:00,4712.61,4700.67,100112.0
20220110,15:55:00,PUT,4645,4625,20.0,0.05,0.1,0.2,0.0,0.05,7,18.76,15.3,0.0,21.0,WIN,16:00:00,4660.28,4670.29,100133.0
20220110,15:55:00,CALL,4675,4695,20.0,0.05,0.1,0.15,0.0,0.05,7,18.76,14.7,0.0,21.0,WIN,16:00:00,4660.28,4670.29,100154.0
20220114,15:55:00,PUT,4650,4630,20.0,0.15,0.2,0.25,0.0,0.05,7,20.31,13.5,0.0,91.0,WIN,16:00:00,4663.47,4662.82,100245.0
20220118,15:55:00,PUT,4555,4535,20.0,0.1,0.15,0.3,0.0,0.05,7,19.19,14.3,0.0,56.0,WIN,16:00:00,4569.34,4577.34,100301.0
20220118,15:55:00,CALL,4585,4605,20.0,0.15,0.2,0.3,0.0,0.05,7,19.19,15.7,0.0,91.0,WIN,16:00:00,4569.34,4577.34,100392.0
20220121,15:55:00,PUT,4385,4365,20.0,0.4,0.45,0.8,0.0,0.05,7,25.59,13.7,0.0,266.0,WIN,16:00:00,4398.74,4397.73,100658.0
20220121,15:55:00,CALL,4415,4435,20.0,0.25,0.35,0.6,0.05,0.1,7,25.59,16.3,0.0,161.0,WIN,16:00:00,4398.74,4397.73,100819.0
20220126,15:55:00,PUT,4340,4320,20.0,0.75,1.05,2.05,0.2,0.3,7,31.16,14.8,0.0,511.0,WIN,16:00:00,4354.82,4349.78,101330.0
20220126,15:55:00,CALL,4370,4390,20.0,0.9,1.0,2.05,0.0,0.1,7,31.16,15.2,0.0,616.0,WIN,16:00:00,4354.82,4349.78,101946.0
20220128,15:55:00,PUT,4405,4385,20.0,0.25,0.3,0.55,0.0,0.05,7,30.49,15.9,0.0,161.0,WIN,16:00:00,4420.86,4432.0,102107.0
20220128,15:55:00,CALL,4435,4455,20.0,0.35,0.4,0.6,0.0,0.05,7,30.49,14.1,0.0,231.0,WIN,16:00:00,4420.86,4432.0,102338.0
20220202,15:55:00,PUT,4575,4555,20.0,0.05,0.1,0.2,0.0,0.05,7,21.96,15.3,0.0,21.0,WIN,16:00:00,4590.34,4589.31,102359.0
20220207,15:55:00,PUT,4460,4440,20.0,0.25,0.3,0.5,0.0,0.05,7,23.22,14.1,0.0,161.0,WIN,16:00:00,4474.05,4483.92,102520.0
20220207,15:55:00,CALL,4490,4510,20.0,0.15,0.2,0.4,0.0,0.05,7,23.22,15.9,0.0,91.0,WIN,16:00:00,4474.05,4483.92,102611.0
20220209,15:55:00,PUT,4570,4550,20.0,0.05,0.1,0.15,0.0,0.05,7,21.44,15.0,0.0,21.0,WIN,16:00:00,4584.99,4587.21,102632.0
20220222,15:55:00,PUT,4280,4260,20.0,0.35,0.45,0.75,0.0,0.1,7,27.75,12.4,0.0,231.0,WIN,16:00:00,4292.45,4304.66,102863.0
20220222,15:55:00,CALL,4305,4325,20.0,0.45,0.5,0.8,0.0,0.05,7,27.75,12.6,0.0,301.0,WIN,16:00:00,4292.45,4304.66,103164.0
20220223,15:55:00,PUT,4210,4190,20.0,0.15,0.2,0.3,0.0,0.05,7,28.81,14.6,0.0,91.0,WIN,16:00:00,4224.61,4225.62,103255.0
20220223,15:55:00,CALL,4240,4260,20.0,0.1,0.15,0.2,0.0,0.05,7,28.81,15.4,0.0,56.0,WIN,16:00:00,4224.61,4225.62,103311.0
20220225,15:55:00,PUT,4365,4345,20.0,0.05,0.1,0.2,0.0,0.05,7,30.32,16.4,0.0,21.0,WIN,16:00:00,4381.4,4384.62,103332.0
20220225,15:55:00,CALL,4395,4415,20.0,0.25,0.3,0.45,0.0,0.05,7,30.32,13.6,0.0,161.0,WIN,16:00:00,4381.4,4384.62,103493.0
20220304,15:55:00,PUT,4310,4290,20.0,0.15,0.3,0.5,0.05,0.15,7,30.48,15.6,0.0,91.0,WIN,16:00:00,4325.56,4328.87,103584.0
20220304,15:55:00,CALL,4340,4360,20.0,0.15,0.2,0.35,0.0,0.05,7,30.48,14.4,0.0,91.0,WIN,16:00:00,4325.56,4328.87,103675.0
