entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20220126,15:55:00,CALL,4375,4385,10.0,0.25,0.5,1.25,0.1,0.25,15,31.16,20.2,0.0,345.0,WIN,16:00:00,4354.82,4349.78,100345.0
20220615,15:55:00,CALL,3810,3820,10.0,0.05,0.2,0.25,0.05,0.15,15,32.69,22.1,0.0,45.0,WIN,16:00:00,3787.9,3789.91,100390.0
20240612,15:55:00,PUT,5400,5390,10.0,0.05,0.1,0.15,0.0,0.05,15,12.85,23.5,0.0,45.0,WIN,16:00:00,5423.51,5420.96,100435.0
20240731,15:55:00,PUT,5505,5495,10.0,0.3,0.5,0.55,0.15,0.2,15,17.69,20.3,0.0,420.0,WIN,16:00:00,5525.34,5522.28,100855.0
20240731,15:55:00,CALL,5550,5560,10.0,0.05,0.1,0.15,0.0,0.05,15,17.69,24.7,0.0,45.0,WIN,16:00:00,5525.34,5522.28,100900.0
20250305,15:55:00,CALL,5870,5880,10.0,0.1,0.15,0.25,0.0,0.05,15,23.51,22.2,0.0,120.0,WIN,16:00:00,5847.79,5842.52,101020.0
20250430,15:55:00,CALL,5590,5600,10.0,0.45,0.95,1.1,0.4,0.5,15,24.17,21.3,0.0,645.0,WIN,16:00:00,5568.73,5568.92,101665.0
20250507,15:55:00,PUT,5600,5590,10.0,0.1,0.2,0.25,0.05,0.1,15,24.76,22.8,0.0,120.0,WIN,16:00:00,5622.8,5631.19,101785.0
