entry_date,entry_time,option_type,short_strike,long_strike,width,credit_received,short_bid,short_ask,long_bid,long_ask,qty,vix_level,otm_distance,exit_value,pnl,outcome,close_time,spx_at_entry,spx_at_exit,equity_after
20220128,15:59:00,PUT,4415,4405,10.0,0.05,0.1,0.15,0.0,0.05,15,30.49,13.5,0.0,45.0,WIN,16:00:00,4428.49,4432.0,100045.0
20220222,15:59:00,PUT,4290,4280,10.0,0.05,0.1,0.25,0.0,0.05,15,27.75,12.0,0.0,45.0,WIN,16:00:00,4302.01,4304.66,100090.0
20220307,15:59:00,CALL,4220,4230,10.0,0.05,0.1,0.15,0.0,0.05,15,31.98,14.2,0.0,45.0,WIN,16:00:00,4205.77,4200.89,100135.0
20220422,15:59:00,PUT,4260,4250,10.0,0.05,0.1,0.2,0.0,0.05,15,22.68,12.9,0.0,45.0,WIN,16:00:00,4272.86,4271.94,100180.0
20240802,15:59:00,PUT,5330,5320,10.0,0.25,0.35,0.45,0.05,0.1,15,18.59,12.3,0.0,345.0,WIN,16:00:00,5342.26,5346.5,100525.0
20241231,15:59:00,PUT,5865,5855,10.0,0.05,0.1,0.15,0.0,0.05,15,17.4,13.9,0.0,45.0,WIN,16:00:00,5878.91,5881.79,100570.0
20250408,15:59:00,PUT,4960,4950,10.0,0.45,0.7,1.0,0.15,0.25,15,46.98,16.4,0.0,645.0,WIN,16:00:00,4976.4,4982.78,101215.0
20250530,15:59:00,PUT,5900,5890,10.0,0.1,0.15,0.25,0.0,0.05,15,19.18,14.2,0.0,120.0,WIN,16:00:00,5914.2,5911.62,101335.0
20260309,15:59:00,CALL,6810,6820,10.0,0.05,0.1,0.15,0.0,0.05,15,29.49,12.6,0.0,45.0,WIN,16:00:00,6797.36,6795.9,101380.0
